run,name,position,color,bowl,task,success,failure_type,duration_s,timestamp,policy,mode
smolvla_toponly_pair,smolvla_toponly_pair,12,blue,right,put the blue block in the right bowl,0,touch_no_grip,57.0,2026-09-11T11:18:23,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,13,red,left,put the red block in the left bowl,0,touch_no_grip,57.3,2026-09-11T11:19:41,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,14,blue,right,put the blue block in the right bowl,0,touch_no_grip,56.9,2026-09-11T11:21:30,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,15,red,left,put the red block in the left bowl,1,,57.0,2026-09-11T11:26:36,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,16,blue,right,put the blue block in the right bowl,0,touch_no_grip,56.9,2026-09-11T11:28:27,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,17,red,left,put the red block in the left bowl,0,no_reach,57.7,2026-09-11T11:30:00,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,18,blue,right,put the blue block in the right bowl,0,no_reach,58.2,2026-09-11T11:31:17,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,19,red,left,put the red block in the left bowl,0,touch_no_grip,57.1,2026-09-11T11:32:39,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_toponly_pair,smolvla_toponly_pair,20,blue,right,put the blue block in the right bowl,0,touch_no_grip,56.8,2026-09-11T11:34:03,experiments/checkpoints/smolvla_nowrist_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,1,red,left,put the red block in the left bowl,0,no_reach,57.4,2026-09-11T11:39:27,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,2,blue,right,put the blue block in the right bowl,1,,56.7,2026-09-11T11:41:03,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,3,red,left,put the red block in the left bowl,0,timeout,56.0,2026-09-11T11:42:30,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,4,blue,right,put the blue block in the right bowl,1,,56.3,2026-09-11T11:44:12,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,5,red,left,put the red block in the left bowl,1,,55.8,2026-09-11T11:45:30,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,6,blue,right,put the blue block in the right bowl,1,,55.8,2026-09-11T11:48:52,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,7,red,left,put the red block in the left bowl,1,,55.6,2026-09-11T11:50:13,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,8,blue,right,put the blue block in the right bowl,0,touch_no_grip,55.7,2026-09-11T11:54:33,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,9,red,left,put the red block in the left bowl,1,,56.5,2026-09-11T11:55:59,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,10,blue,right,put the blue block in the right bowl,1,,56.6,2026-09-11T11:57:55,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,11,red,left,put the red block in the left bowl,1,,56.3,2026-09-11T11:59:23,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,12,blue,right,put the blue block in the right bowl,1,,57.5,2026-09-11T12:02:11,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,13,red,left,put the red block in the left bowl,1,,56.4,2026-09-11T12:03:31,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,14,blue,right,put the blue block in the right bowl,0,touch_no_grip,55.7,2026-09-11T12:04:50,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,15,red,left,put the red block in the left bowl,1,,55.7,2026-09-11T12:06:06,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,16,blue,right,put the blue block in the right bowl,0,touch_no_grip,56.2,2026-09-11T12:07:23,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,17,red,left,put the red block in the left bowl,1,,58.6,2026-09-11T12:08:56,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,18,blue,right,put the blue block in the right bowl,0,no_reach,56.7,2026-09-11T12:14:42,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,19,red,left,put the red block in the left bowl,0,touch_no_grip,57.5,2026-09-11T12:16:20,experiments/checkpoints/smolvla_notop_n100,sync
smolvla_wristonly_pair,smolvla_wristonly_pair,20,blue,right,put the blue block in the right bowl,0,touch_no_grip,56.3,2026-09-11T12:17:44,experiments/checkpoints/smolvla_notop_n100,sync
smolvla100_rtc_pair,smolvla100_rtc_pair,1,red,left,put the red block in the left bowl,0,touch_no_grip,54.5,2026-09-11T18:31:35,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,2,blue,right,put the blue block in the right bowl,1,,54.1,2026-09-11T18:33:23,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,3,red,left,put the red block in the left bowl,0,no_reach,53.9,2026-09-11T18:35:25,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,4,blue,right,put the blue block in the right bowl,0,touch_no_grip,54.8,2026-09-11T18:37:31,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,5,red,left,put the red block in the left bowl,0,touch_no_grip,54.8,2026-09-11T18:38:57,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,6,blue,right,put the blue block in the right bowl,0,touch_no_grip,54.0,2026-09-11T18:40:07,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,7,red,left,put the red block in the left bowl,0,touch_no_grip,53.8,2026-09-11T18:41:46,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,8,blue,right,put the blue block in the right bowl,0,touch_no_grip,53.5,2026-09-11T18:43:04,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,9,red,left,put the red block in the left bowl,0,touch_no_grip,53.9,2026-09-11T18:44:20,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,10,blue,right,put the blue block in the right bowl,0,no_reach,53.6,2026-09-11T18:46:15,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,11,red,left,put the red block in the left bowl,0,touch_no_grip,54.1,2026-09-11T18:49:48,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,12,blue,right,put the blue block in the right bowl,0,drop,53.7,2026-09-11T18:52:03,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,13,red,left,put the red block in the left bowl,0,touch_no_grip,52.9,2026-09-11T18:53:32,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,14,blue,right,put the blue block in the right bowl,1,,53.8,2026-09-11T18:55:09,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,15,red,left,put the red block in the left bowl,1,,54.2,2026-09-11T18:56:33,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,16,blue,right,put the blue block in the right bowl,0,touch_no_grip,53.4,2026-09-11T18:57:45,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,17,red,left,put the red block in the left bowl,0,no_reach,56.9,2026-09-11T18:59:34,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,18,blue,right,put the blue block in the right bowl,0,no_reach,53.6,2026-09-11T19:01:26,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,19,red,left,put the red block in the left bowl,0,touch_no_grip,53.4,2026-09-11T19:03:14,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
smolvla100_rtc_pair,smolvla100_rtc_pair,20,blue,right,put the blue block in the right bowl,0,drop,52.8,2026-09-11T19:04:30,experiments/checkpoints/smolvla_so101_blocks_n100_s0,rtc
pi05_pair,pi05_pair,1,red,left,put the red block in the left bowl,0,touch_no_grip,73.4,2026-09-12T17:19:05,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,2,blue,right,put the blue block in the right bowl,0,touch_no_grip,74.9,2026-09-12T17:20:36,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,3,red,left,put the red block in the left bowl,0,touch_no_grip,76.3,2026-09-12T17:22:21,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,4,blue,right,put the blue block in the right bowl,0,touch_no_grip,93.0,2026-09-12T17:24:16,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,5,red,left,put the red block in the left bowl,0,no_reach,75.6,2026-09-12T17:25:56,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,6,blue,right,put the blue block in the right bowl,0,no_reach,73.3,2026-09-12T17:27:54,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,7,red,left,put the red block in the left bowl,0,touch_no_grip,75.5,2026-09-12T17:29:30,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,8,blue,right,put the blue block in the right bowl,0,no_reach,74.9,2026-09-12T17:31:13,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,9,red,left,put the red block in the left bowl,1,,77.6,2026-09-12T17:33:54,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,10,blue,right,put the blue block in the right bowl,1,,75.0,2026-09-12T17:35:41,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,11,red,left,put the red block in the left bowl,0,touch_no_grip,74.0,2026-09-12T17:37:56,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,12,blue,right,put the blue block in the right bowl,1,,74.3,2026-09-12T17:39:40,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,13,red,left,put the red block in the left bowl,0,touch_no_grip,76.6,2026-09-12T17:41:21,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,14,blue,right,put the blue block in the right bowl,0,touch_no_grip,73.5,2026-09-12T17:43:00,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,15,red,left,put the red block in the left bowl,1,,74.6,2026-09-12T17:44:59,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,16,blue,right,put the blue block in the right bowl,1,,74.4,2026-09-12T17:47:04,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,17,red,left,put the red block in the left bowl,0,no_reach,75.5,2026-09-12T17:48:33,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,18,blue,right,put the blue block in the right bowl,0,touch_no_grip,151.2,2026-09-12T17:53:57,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,19,red,left,put the red block in the left bowl,0,touch_no_grip,56.7,2026-09-12T17:55:08,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_pair,pi05_pair,20,blue,right,put the blue block in the right bowl,0,touch_no_grip,57.0,2026-09-12T17:56:41,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,1,red,left,put the red block in the left bowl,0,no_reach,172.4,2026-09-12T16:38:15,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,2,blue,right,put the blue block in the right bowl,0,touch_no_grip,69.7,2026-09-12T16:39:52,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,3,red,right,put the red block in the right bowl,0,no_reach,69.7,2026-09-12T16:41:30,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,4,blue,left,put the blue block in the left bowl,0,no_reach,71.7,2026-09-12T16:43:10,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,5,red,left,put the red block in the left bowl,0,touch_no_grip,70.0,2026-09-12T16:44:38,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,6,blue,right,put the blue block in the right bowl,0,touch_no_grip,74.0,2026-09-12T16:47:00,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,7,red,right,put the red block in the right bowl,0,touch_no_grip,68.2,2026-09-12T16:48:35,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,8,blue,left,put the blue block in the left bowl,0,no_reach,72.9,2026-09-12T16:50:13,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,9,red,left,put the red block in the left bowl,1,,71.1,2026-09-12T16:52:00,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,10,blue,right,put the blue block in the right bowl,0,touch_no_grip,128.8,2026-09-12T16:54:27,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,11,red,right,put the red block in the right bowl,0,touch_no_grip,74.4,2026-09-12T16:56:15,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,12,blue,left,put the blue block in the left bowl,0,no_reach,74.4,2026-09-12T16:57:46,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,13,red,left,put the red block in the left bowl,0,touch_no_grip,73.3,2026-09-12T16:59:31,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,14,blue,right,put the blue block in the right bowl,0,touch_no_grip,74.8,2026-09-12T17:02:41,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,15,red,right,put the red block in the right bowl,0,touch_no_grip,75.0,2026-09-12T17:04:38,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,16,blue,left,put the blue block in the left bowl,0,touch_no_grip,74.3,2026-09-12T17:06:13,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,17,red,left,put the red block in the left bowl,0,touch_no_grip,74.6,2026-09-12T17:07:52,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,18,blue,right,put the blue block in the right bowl,0,touch_no_grip,78.0,2026-09-12T17:09:40,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,19,red,right,put the red block in the right bowl,1,,74.1,2026-09-12T17:11:12,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
pi05_all4,pi05_all4,20,blue,left,put the blue block in the left bowl,0,touch_no_grip,74.8,2026-09-12T17:12:56,/outputs/pi05_so101_blocks_40000_ep0-49_100-149-20260911-221316/checkpoints/last/pretrained_model,sync
astra_pair_noroll,astra_pair_noroll,1,red,left,put the red block in the left bowl,0,touch_no_grip,221.2,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,2,blue,right,put the blue block in the right bowl,1,,200.1,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,3,red,left,put the red block in the left bowl,0,touch_no_grip,187.0,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,4,blue,right,put the blue block in the right bowl,1,,58.7,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,5,red,left,put the red block in the left bowl,0,touch_no_grip,177.9,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,6,blue,right,put the blue block in the right bowl,0,touch_no_grip,184.4,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,7,red,left,put the red block in the left bowl,1,,56.7,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,8,blue,right,put the blue block in the right bowl,0,touch_no_grip,207.3,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,9,red,left,put the red block in the left bowl,1,,155.2,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,10,blue,right,put the blue block in the right bowl,1,,186.1,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,11,red,left,put the red block in the left bowl,1,,93.2,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,12,blue,right,put the blue block in the right bowl,1,,52.6,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,13,red,left,put the red block in the left bowl,0,touch_no_grip,168.3,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,14,blue,right,put the blue block in the right bowl,1,,92.5,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,15,red,left,put the red block in the left bowl,1,,70.1,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,16,blue,right,put the blue block in the right bowl,1,,53.5,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,17,red,left,put the red block in the left bowl,0,touch_no_grip,115.7,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,18,blue,right,put the blue block in the right bowl,1,,170.9,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,19,red,left,put the red block in the left bowl,0,touch_no_grip,188.7,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair_noroll,astra_pair_noroll,20,blue,right,put the blue block in the right bowl,1,,64.7,2026-09-12 evening (recovered; exact time not preserved),"gpt-6-astra (no roll, no joint tool)",llm
astra_pair,astra_pair,1,red,left,put the red block in the left bowl,1,,134.9,2026-09-13T00:02:12,gpt-6-astra,llm
astra_pair,astra_pair,2,blue,right,put the blue block in the right bowl,1,,130.6,2026-09-13T00:05:13,gpt-6-astra,llm
astra_pair,astra_pair,3,red,left,put the red block in the left bowl,1,,150.1,2026-09-13T00:08:38,gpt-6-astra,llm
astra_pair,astra_pair,4,blue,right,put the blue block in the right bowl,1,,68.8,2026-09-13T00:10:12,gpt-6-astra,llm
astra_pair,astra_pair,5,red,left,put the red block in the left bowl,1,,196.7,2026-09-13T00:13:55,gpt-6-astra,llm
astra_pair,astra_pair,6,blue,right,put the blue block in the right bowl,1,,150.5,2026-09-13T00:16:43,gpt-6-astra,llm
astra_pair,astra_pair,7,red,left,put the red block in the left bowl,1,,62.7,2026-09-13T00:18:10,gpt-6-astra,llm
astra_pair,astra_pair,8,blue,right,put the blue block in the right bowl,1,,163.1,2026-09-13T00:21:32,gpt-6-astra,llm
astra_pair,astra_pair,9,red,left,put the red block in the left bowl,1,,64.5,2026-09-13T00:23:02,gpt-6-astra,llm
astra_pair,astra_pair,10,blue,right,put the blue block in the right bowl,0,timeout,208.6,2026-09-13T00:27:13,gpt-6-astra,llm
astra_pair,astra_pair,11,red,left,put the red block in the left bowl,1,,101.4,2026-09-13T00:29:24,gpt-6-astra,llm
astra_pair,astra_pair,12,blue,right,put the blue block in the right bowl,1,,126.0,2026-09-13T00:31:54,gpt-6-astra,llm
astra_pair,astra_pair,13,red,left,put the red block in the left bowl,1,,150.4,2026-09-13T00:34:46,gpt-6-astra,llm
astra_pair,astra_pair,14,blue,right,put the blue block in the right bowl,1,,135.0,2026-09-13T00:37:23,gpt-6-astra,llm
astra_pair,astra_pair,15,red,left,put the red block in the left bowl,1,,61.0,2026-09-13T00:38:34,gpt-6-astra,llm
astra_pair,astra_pair,16,blue,right,put the blue block in the right bowl,1,,76.3,2026-09-13T00:40:06,gpt-6-astra,llm
astra_pair,astra_pair,17,red,left,put the red block in the left bowl,1,,76.0,2026-09-13T00:41:31,gpt-6-astra,llm
astra_pair,astra_pair,18,blue,right,put the blue block in the right bowl,0,touch_no_grip,159.7,2026-09-13T00:46:44,gpt-6-astra,llm
astra_pair,astra_pair,19,red,left,put the red block in the left bowl,0,touch_no_grip,229.2,2026-09-13T00:50:52,gpt-6-astra,llm
astra_pair,astra_pair,20,blue,right,put the blue block in the right bowl,1,,77.2,2026-09-13T00:52:29,gpt-6-astra,llm
pi05full_pair,pi05full_pair,1,red,left,put the red block in the left bowl,0,touch_no_grip,160.3,2026-09-13T21:08:39,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,2,blue,right,put the blue block in the right bowl,1,,54.5,2026-09-13T21:09:43,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,3,red,left,put the red block in the left bowl,0,touch_no_grip,54.8,2026-09-13T21:11:03,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,4,blue,right,put the blue block in the right bowl,0,touch_no_grip,57.0,2026-09-13T21:12:17,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,5,red,left,put the red block in the left bowl,0,touch_no_grip,54.6,2026-09-13T21:13:40,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,6,blue,right,put the blue block in the right bowl,1,,54.3,2026-09-13T21:14:45,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,7,red,left,put the red block in the left bowl,0,touch_no_grip,57.7,2026-09-13T21:16:09,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,8,blue,right,put the blue block in the right bowl,0,no_reach,54.8,2026-09-13T21:17:24,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,9,red,left,put the red block in the left bowl,1,,54.0,2026-09-13T21:18:35,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,10,blue,right,put the blue block in the right bowl,0,touch_no_grip,54.9,2026-09-13T21:19:50,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,11,red,left,put the red block in the left bowl,1,,56.2,2026-09-13T21:21:07,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,12,blue,right,put the blue block in the right bowl,1,,54.8,2026-09-13T21:22:22,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,13,red,left,put the red block in the left bowl,0,touch_no_grip,54.5,2026-09-13T21:23:36,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,14,blue,right,put the blue block in the right bowl,0,touch_no_grip,54.6,2026-09-13T21:24:52,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,15,red,left,put the red block in the left bowl,1,,54.7,2026-09-13T21:26:04,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
pi05full_pair,pi05full_pair,16,blue,right,put the blue block in the right bowl,0,touch_no_grip,57.1,2026-09-13T21:27:22,/outputs/pi05full_so101_blocks_30000_ep0-49_100-149/checkpoints/last/pretrained_model,sync
